tx_name	Promoter	5'UTR	CDS	3'UTR	TTS	Intron	Exon	Transcript	chr	start	end	name	strand	gene_id	gene_name	gene_biotype
ENST00000242786.5	0	3	2	0	0	2	5	7	chr19	14492256	14519533	50581	+	ENSG00000123146.15	CD97	protein_coding
ENST00000242783.6	0	3	13	0	0	0	16	16	chr19	14544169	14582671	50918	+	ENSG00000123143.8	PKN1	protein_coding
ENST00000547437.1	0	0	2	0	0	0	2	2	chr19	14693896	14721969	51829	+	ENSG00000187912.7	CLEC17A	protein_coding
ENST00000292530.6	0	2	1	0	0	0	3	3	chr19	14800913	14832720	52269	+	ENSG00000160961.7	ZNF333	protein_coding
ENST00000596056.1	0	0	0	0	0	0	0	0	chr19	14834747	14835121	52340	+	ENSG00000268550.1	AC090427.1	protein_coding
ENST00000248072.3	0	0	0	0	0	0	0	0	chr19	15052301	15053260	53034	+	ENSG00000127529.7	OR7C2	protein_coding
ENST00000292574.3	0	0	0	0	0	1	0	1	chr19	15121556	15134081	53203	+	ENSG00000160994.3	CCDC105	protein_coding
ENST00000427043.3	0	0	0	0	0	0	0	0	chr19	15160195	15169104	53223	+	ENSG00000105141.4	CASP14	protein_coding
ENST00000209540.2	0	0	0	0	0	0	0	0	chr19	15197791	15199032	53267	+	ENSG00000094661.2	OR1I1	protein_coding
ENST00000269703.3	0	0	0	1	0	0	1	1	chr19	15619304	15663128	54618	+	ENSG00000171954.8	CYP4F22	protein_coding
ENST00000221307.8	0	0	3	0	0	0	3	3	chr19	15751710	15773635	54892	+	ENSG00000186529.10	CYP4F3	protein_coding
ENST00000517734.1	0	1	0	0	0	0	1	1	chr19	15783900	15807953	55124	+	ENSG00000186204.10	CYP4F12	protein_coding
ENST00000305899.3	0	0	0	0	0	0	0	0	chr19	15838834	15839862	55205	+	ENSG00000171942.3	OR10H2	protein_coding
ENST00000305892.1	0	0	0	0	0	0	0	0	chr19	15852203	15853153	55213	+	ENSG00000171936.1	OR10H3	protein_coding
ENST00000308940.8	0	0	0	0	0	0	0	0	chr19	15904761	15905892	55237	+	ENSG00000172519.8	OR10H5	protein_coding
ENST00000322107.1	0	0	0	0	0	0	0	0	chr19	16059818	16060768	55518	+	ENSG00000176231.1	OR10H4	protein_coding
ENST00000300933.4	0	3	0	0	0	0	3	3	chr19	16187116	16213691	55723	+	ENSG00000167460.10	TPM4	protein_coding
ENST00000589463.1	0	1	0	1	0	0	2	2	chr19	16254501	16269375	55992	+	ENSG00000196684.8	HSH2D	protein_coding
ENST00000263384.7	0	0	0	0	0	0	0	0	chr19	16296229	16302857	56132	+	ENSG00000105058.7	FAM32A	protein_coding
ENST00000291439.3	0	0	0	0	0	3	0	3	chr19	16308389	16346160	56185	+	ENSG00000072958.4	AP1M1	protein_coding
ENST00000248071.5	0	6	0	0	0	0	6	6	chr19	16435628	16438685	56421	+	ENSG00000127528.5	KLF2	protein_coding
ENST00000221671.3	0	1	0	0	0	0	1	1	chr19	16607122	16632161	56976	+	ENSG00000105072.4	C19orf44	protein_coding
ENST00000518676.1	0	0	0	0	0	2	0	2	chr19	16830787	16928764	57790	+	ENSG00000188039.9	NWD1	protein_coding
ENST00000379803.1	0	2	1	1	1	2	4	6	chr19	16940218	16991164	58193	+	ENSG00000127511.5	SIN3B	protein_coding
ENST00000248076.3	0	1	1	0	0	0	2	2	chr19	16999671	17003417	58315	+	ENSG00000127533.3	F2RL3	protein_coding
ENST00000595618.1	0	4	0	0	0	3	4	7	chr19	17186591	17324104	58742	+	ENSG00000099331.9	MYO9B	protein_coding
ENST00000595101.1	0	1	0	0	0	0	1	1	chr19	17326197	17329635	59290	+	ENSG00000053501.8	USE1	protein_coding
ENST00000598068.1	0	0	3	0	0	0	3	3	chr19	17337549	17340024	59471	+	ENSG00000099330.4	OCEL1	protein_coding
ENST00000359435.4	0	1	0	0	0	0	1	1	chr19	17378195	17390146	59778	+	ENSG00000105393.11	BABAM1	protein_coding
ENST00000596542.1	0	1	0	0	0	0	1	1	chr19	17378227	17393775	60011	+	ENSG00000269307.1	CTD-2278I10.6	protein_coding
ENST00000394458.3	0	0	2	0	0	0	2	2	chr19	17392454	17398455	60057	+	ENSG00000160117.10	ANKLE1	protein_coding
ENST00000252602.1	0	1	0	0	0	0	1	1	chr19	17416477	17417652	60259	+	ENSG00000130312.2	MRPL34	protein_coding
ENST00000359866.4	0	3	0	1	0	0	4	4	chr19	17420340	17434110	60298	+	ENSG00000130311.6	DDA1	protein_coding
ENST00000324894.8	0	3	8	0	0	0	11	11	chr19	17448353	17453544	60503	+	ENSG00000130299.12	GTPBP3	protein_coding
ENST00000317040.7	0	3	14	0	0	0	17	17	chr19	17529890	17536141	60874	+	ENSG00000141971.8	MVB12A	protein_coding
ENST00000252603.2	0	3	0	0	0	0	3	3	chr19	17622438	17632097	61260	+	ENSG00000130313.2	PGLS	protein_coding
ENST00000252599.4	0	4	5	0	0	1	9	10	chr19	17666403	17693968	61723	+	ENSG00000130309.6	COLGALT1	protein_coding
ENST00000324096.4	0	0	1	0	0	2	1	3	chr19	17830161	17845325	62372	+	ENSG00000130479.6	MAP1S	protein_coding
ENST00000594202.1	0	3	4	0	0	4	7	11	chr19	17858527	17899366	62572	+	ENSG00000130475.10	FCHO1	protein_coding
ENST00000318683.6	0	0	0	0	0	0	0	0	chr19	17905919	17923891	63497	+	ENSG00000179913.6	B3GNT3	protein_coding
ENST00000600147.1	0	0	0	0	0	0	0	0	chr19	17970730	17974962	63765	+	ENSG00000105640.8	RPL18A	protein_coding
ENST00000222248.3	0	1	3	0	0	1	4	5	chr19	17982782	18005983	63833	+	ENSG00000105641.3	SLC5A5	protein_coding
ENST00000379656.3	0	2	0	0	0	3	2	5	chr19	18111941	18124911	63958	+	ENSG00000105643.5	ARRDC2	protein_coding
ENST00000262811.6	0	0	2	0	0	8	2	10	chr19	18208603	18262502	64207	+	ENSG00000099308.6	MAST3	protein_coding
ENST00000222254.8	0	3	10	0	0	4	13	17	chr19	18263928	18281350	64304	+	ENSG00000105647.10	PIK3R2	protein_coding
ENST00000593731.1	0	3	10	0	0	4	13	17	chr19	18263968	18288927	64401	+	ENSG00000268173.1	PIK3R2	protein_coding
ENST00000407280.3	0	3	0	0	0	0	3	3	chr19	18284477	18288927	64466	+	ENSG00000216490.3	IFI30	protein_coding
ENST00000599612.2	0	0	2	0	0	0	2	2	chr19	18303992	18307552	64492	+	ENSG00000254858.5	MPV17L2	protein_coding
ENST00000269919.6	0	3	0	2	0	0	5	5	chr19	18451397	18480760	65108	+	ENSG00000130517.9	PGPEP1	protein_coding
ENST00000252809.3	0	1	1	0	0	0	2	2	chr19	18496968	18499986	65248	+	ENSG00000130513.6	GDF15	protein_coding
ENST00000270061.7	0	6	142	0	0	2	148	150	chr19	18530165	18545372	65348	+	ENSG00000130511.11	SSBP4	protein_coding
ENST00000442744.2	0	1	0	0	0	0	1	1	chr19	18682670	18688360	66445	+	ENSG00000221983.3	UBA52	protein_coding
ENST00000358607.6	0	3	0	0	0	0	3	3	chr19	18699535	18703146	66628	+	ENSG00000006015.13	C19orf60	protein_coding
ENST00000600490.1	0	13	0	0	0	4	13	17	chr19	18718240	18731849	66691	+	ENSG00000105696.4	TMEM59L	protein_coding
ENST00000300976.4	0	3	0	0	1	10	3	13	chr19	18747775	18781309	66762	+	ENSG00000167487.7	KLHL26	protein_coding
ENST00000338797.6	0	1	3	4	0	7	8	15	chr19	18794488	18893004	66857	+	ENSG00000105662.11	CRTC1	protein_coding
ENST00000262803.5	0	2	0	1	0	1	3	4	chr19	18942747	18979045	67081	+	ENSG00000005007.8	UPF1	protein_coding
ENST00000438170.2	0	0	1	1	0	0	2	2	chr19	19030536	19039435	67611	+	ENSG00000105671.7	DDX49	protein_coding
ENST00000535612.1	0	1	2	0	0	2	3	5	chr19	19144387	19168987	68300	+	ENSG00000105676.9	ARMC6	protein_coding
ENST00000303088.4	0	2	1	0	0	0	3	3	chr19	19303039	19312678	69253	+	ENSG00000064490.9	RFXANK	protein_coding
ENST00000252575.6	0	1	3	1	0	7	5	12	chr19	19322782	19363042	69506	+	ENSG00000130287.9	NCAN	protein_coding
ENST00000262815.8	0	0	2	1	0	1	3	4	chr19	19431630	19469563	69962	+	ENSG00000129933.16	MAU2	protein_coding
ENST00000404158.1	0	0	4	1	0	7	5	12	chr19	19538336	19619736	70257	+	ENSG00000167491.13	GATAD2A	protein_coding
ENST00000502506.2	0	0	0	0	0	0	0	0	chr19	19626545	19639006	70423	+	ENSG00000186010.14	NDUFA13	protein_coding
ENST00000555938.1	0	0	12	0	0	4	12	16	chr19	19627036	19646885	70600	+	ENSG00000258674.5	CTC-260F20.3	protein_coding
ENST00000608404.1	0	0	12	0	0	4	12	16	chr19	19627036	19646885	70537	+	ENSG00000250067.7	YJEFN3	protein_coding
ENST00000592502.1	0	0	0	0	0	0	0	0	chr19	19779663	19794315	71301	+	ENSG00000181896.7	ZNF101	protein_coding
ENST00000589717.1	0	0	0	0	0	0	0	0	chr19	19976714	20005483	71573	+	ENSG00000256771.2	ZNF253	protein_coding
ENST00000343769.5	0	0	0	0	0	1	0	1	chr19	20011870	20046384	71669	+	ENSG00000184635.9	ZNF93	protein_coding
ENST00000418063.2	0	0	0	0	0	1	0	1	chr19	20188830	20230561	71886	+	ENSG00000213988.5	ZNF90	protein_coding
ENST00000335117.8	0	0	0	0	0	0	0	0	chr19	20278083	20311299	71961	+	ENSG00000256229.3	ZNF486	protein_coding
ENST00000344519.8	0	0	0	0	1	0	0	0	chr19	20959231	20990128	72208	+	ENSG00000160229.7	ZNF66	protein_coding
ENST00000601023.1	0	0	0	0	0	0	0	0	chr19	21119470	21133503	72393	+	ENSG00000105750.10	ZNF85	protein_coding
ENST00000261560.5	0	0	0	0	0	0	0	0	chr19	21203426	21242856	72414	+	ENSG00000118620.8	ZNF430	protein_coding
ENST00000596143.1	0	0	0	0	0	0	0	0	chr19	21265006	21305954	72524	+	ENSG00000160352.11	ZNF714	protein_coding
ENST00000311048.7	0	0	0	0	0	0	0	0	chr19	21324843	21368805	72679	+	ENSG00000196705.4	ZNF431	protein_coding
ENST00000311015.3	0	0	0	0	0	0	0	0	chr19	21541732	21562102	72789	+	ENSG00000172687.9	ZNF738	protein_coding
ENST00000392288.2	0	0	0	0	0	0	0	0	chr19	21579931	21610375	72888	+	ENSG00000196268.7	ZNF493	protein_coding
ENST00000600810.1	0	0	0	0	0	0	0	0	chr19	21587961	21674068	72960	+	ENSG00000269237.1	CTD-2561J22.3	protein_coding
ENST00000358491.4	0	1	0	0	0	0	1	1	chr19	21688366	21720880	73042	+	ENSG00000197013.5	ZNF429	protein_coding
ENST00000594947.1	0	0	0	0	0	0	0	0	chr19	22235291	22274282	73469	+	ENSG00000197134.7	ZNF257	protein_coding
ENST00000601693.1	0	0	0	0	0	0	0	0	chr19	22469210	22499978	73561	+	ENSG00000196350.7	ZNF729	protein_coding
ENST00000456783.2	0	0	0	0	0	1	0	1	chr19	22817126	22850472	73761	+	ENSG00000229676.2	ZNF492	protein_coding
ENST00000597761.2	0	0	0	0	0	0	0	0	chr19	23299777	23330021	73938	+	ENSG00000183850.9	ZNF730	protein_coding
ENST00000496398.1	0	0	0	0	0	0	0	0	chr19	23945816	24010937	74414	+	ENSG00000205246.4	RPSAP58	protein_coding
ENST00000594466.1	0	0	0	0	0	0	0	0	chr19	24097692	24117286	74487	+	ENSG00000213967.6	ZNF726	protein_coding
ENST00000357002.4	0	1	0	0	0	1	1	2	chr19	24269995	24312654	74604	+	ENSG00000213096.5	ZNF254	protein_coding
ENST00000335523.7	0	6	3	0	1	6	9	15	chr19	30017406	30055386	75008	+	ENSG00000187135.7	VSTM2B	protein_coding
ENST00000585603.1	0	2	0	0	0	0	2	2	chr19	30094924	30106707	75024	+	ENSG00000105171.5	POP4	protein_coding
ENST00000262643.3	0	8	0	0	0	0	8	8	chr19	30302805	30315215	75280	+	ENSG00000105173.9	CCNE1	protein_coding
ENST00000392271.1	0	4	0	0	0	3	4	7	chr19	30433158	30506611	75504	+	ENSG00000105176.13	URI1	protein_coding
ENST00000355537.3	0	0	0	0	0	11	0	11	chr19	30863319	31048966	75693	+	ENSG00000198597.4	ZNF536	protein_coding
ENST00000598480.1	0	0	0	0	1	0	0	0	chr19	31640362	31640757	75734	+	ENSG00000268953.1	AC020952.1	protein_coding
ENST00000311921.4	0	2	0	0	0	1	2	3	chr19	32836500	32878573	75886	+	ENSG00000168813.12	ZNF507	protein_coding
ENST00000594570.1	0	4	0	0	0	0	4	4	chr19	32895915	32896466	75962	+	ENSG00000269093.1	AC007773.3	protein_coding
ENST00000342179.5	0	4	0	0	0	1	4	5	chr19	32897031	32976795	76072	+	ENSG00000178904.14	DPY19L3	protein_coding
ENST00000419343.3	0	2	0	0	0	0	2	2	chr19	33072107	33078293	76226	+	ENSG00000105185.7	PDCD5	protein_coding
ENST00000334176.3	0	4	0	0	0	0	4	4	chr19	33166313	33169206	76503	+	ENSG00000186326.3	RGS9BP	protein_coding
ENST00000397061.3	0	0	3	0	0	0	3	3	chr19	33182867	33204702	76515	+	ENSG00000213965.3	NUDT19	protein_coding
ENST00000444215.2	0	3	0	0	0	7	3	10	chr19	33210659	33312169	76530	+	ENSG00000173809.11	TDRD12	protein_coding
ENST00000588258.1	0	0	0	0	0	0	0	0	chr19	33463156	33469128	77000	+	ENSG00000131944.5	C19orf40	protein_coding
ENST00000170564.2	0	2	0	0	0	2	2	4	chr19	33571786	33621448	77179	+	ENSG00000076650.2	GPATCH1	protein_coding
ENST00000361680.2	0	0	0	0	1	5	0	5	chr19	33622998	33666701	77279	+	ENSG00000166359.6	WDR88	protein_coding
ENST00000284000.4	0	3	0	0	0	1	3	4	chr19	33864236	33873592	77523	+	ENSG00000153879.4	CEBPG	protein_coding
ENST00000262622.4	0	0	0	0	0	15	0	15	chr19	34175434	34264414	77796	+	ENSG00000124302.8	CHST8	protein_coding
ENST00000284006.6	0	6	3	0	0	0	9	9	chr19	34287767	34306668	77885	+	ENSG00000153885.10	KCTD15	protein_coding
ENST00000544216.3	0	1	0	0	0	0	1	1	chr19	34663471	34720420	78025	+	ENSG00000257103.4	LSM14A	protein_coding
ENST00000299505.6	0	2	0	0	0	5	2	7	chr19	34745442	34846491	78110	+	ENSG00000166398.8	KIAA0355	protein_coding
ENST00000415930.3	0	0	7	0	0	1	7	8	chr19	34855645	34893061	78237	+	ENSG00000105220.10	GPI	protein_coding
ENST00000606020.1	0	0	0	0	0	0	0	0	chr19	34891252	34900141	78507	+	ENSG00000266953.2	RP11-618P17.4	protein_coding
ENST00000246535.3	0	2	0	0	0	0	2	2	chr19	34895289	34917072	78519	+	ENSG00000126249.3	PDCD2L	protein_coding
ENST00000439527.2	0	1	0	0	0	1	1	2	chr19	34919781	34960795	78681	+	ENSG00000126261.8	UBA2	protein_coding
ENST00000590071.2	0	6	2	2	0	4	10	14	chr19	34972543	34997258	78780	+	ENSG00000142279.8	WTIP	protein_coding
ENST00000505365.2	0	2	0	0	0	0	2	2	chr19	35168741	35177301	79022	+	ENSG00000089335.16	ZNF302	protein_coding
ENST00000392232.3	0	1	0	0	0	0	1	1	chr19	35225061	35233777	79056	+	ENSG00000197841.10	ZNF181	protein_coding
ENST00000439785.1	0	2	0	0	0	0	2	2	chr19	35417807	35436074	79266	+	ENSG00000168661.10	ZNF30	protein_coding
ENST00000599564.1	0	0	3	0	0	7	3	10	chr19	35485688	35517375	79368	+	ENSG00000089351.10	GRAMD1A	protein_coding
ENST00000262631.5	0	4	1	0	0	0	5	5	chr19	35521588	35531352	79654	+	ENSG00000105711.6	SCN1B	protein_coding
ENST00000262626.2	0	12	2	0	1	4	14	18	chr19	35531410	35557475	79711	+	ENSG00000105707.9	HPN	protein_coding
ENST00000313865.6	0	0	0	0	0	0	0	0	chr19	35596873	35598141	79852	+	ENSG00000179066.6	AC020907.1	protein_coding
ENST00000588081.1	0	0	4	0	0	1	4	5	chr19	35630926	35633954	80434	+	ENSG00000266964.1	FXYD1	protein_coding
ENST00000270310.2	0	3	1	0	0	2	4	6	chr19	35634154	35645204	80515	+	ENSG00000221946.3	FXYD7	protein_coding
ENST00000342879.3	0	3	0	0	0	0	3	3	chr19	35645676	35660783	80698	+	ENSG00000089327.10	FXYD5	protein_coding
ENST00000602122.1	0	6	12	0	0	1	18	19	chr19	35739295	35758865	80805	+	ENSG00000105699.12	LSR	protein_coding
ENST00000222305.3	0	7	2	0	0	0	9	9	chr19	35759968	35770715	81023	+	ENSG00000105698.11	USF2	protein_coding
ENST00000598398.1	0	0	2	0	0	0	2	2	chr19	35771619	35776046	81209	+	ENSG00000105697.3	HAMP	protein_coding
ENST00000085219.5	0	0	0	1	0	0	1	1	chr19	35820090	35838258	81624	+	ENSG00000012124.10	CD22	protein_coding
ENST00000246553.2	0	0	0	0	1	0	0	0	chr19	35842445	35843367	81802	+	ENSG00000126266.2	FFAR1	protein_coding
ENST00000327809.4	0	0	0	0	0	0	0	0	chr19	35849362	35851387	81810	+	ENSG00000185897.6	FFAR3	protein_coding
ENST00000454971.1	0	0	0	0	0	0	0	0	chr19	35861831	35863855	81827	+	ENSG00000126251.5	GPR42	protein_coding
ENST00000599180.2	0	0	0	0	0	0	0	0	chr19	35939203	35942669	81908	+	ENSG00000126262.4	FFAR2	protein_coding
ENST00000222286.4	0	1	1	0	0	0	2	2	chr19	36024314	36036218	83337	+	ENSG00000105679.4	GAPDHS	protein_coding
ENST00000392204.2	0	2	0	0	0	0	2	2	chr19	36036532	36038428	83451	+	ENSG00000105677.7	TMEM147	protein_coding
ENST00000424522.1	0	1	0	0	0	1	1	2	chr19	36103665	36116251	83656	+	ENSG00000249115.4	HAUS5	protein_coding
ENST00000262633.4	0	2	0	0	0	0	2	2	chr19	36119951	36128588	83858	+	ENSG00000126254.7	RBM42	protein_coding
ENST00000379026.2	0	1	10	0	0	0	11	11	chr19	36132647	36135773	83992	+	ENSG00000105672.10	ETV2	protein_coding
ENST00000246554.3	0	0	0	0	0	0	0	0	chr19	36139125	36149763	84085	+	ENSG00000126267.4	COX6B1	protein_coding
ENST00000222275.2	0	0	2	0	0	0	2	2	chr19	36157715	36169367	84155	+	ENSG00000105668.3	UPK1A	protein_coding
ENST00000222270.7	0	0	11	0	0	0	11	11	chr19	36208921	36229779	84393	+	ENSG00000272333.1	KMT2B	protein_coding
ENST00000587708.2	0	3	0	0	0	0	3	3	chr19	36236015	36237911	84869	+	ENSG00000205155.3	PSENEN	protein_coding
ENST00000591613.2	0	1	0	1	0	0	2	2	chr19	36236579	36245420	84907	+	ENSG00000188223.9	AC002398.9	protein_coding
ENST00000595455.1	0	0	0	1	0	0	1	1	chr19	36239508	36245388	84983	+	ENSG00000267796.3	LIN37	protein_coding
ENST00000535581.1	0	1	0	2	0	0	3	3	chr19	36249085	36260766	85174	+	ENSG00000167595.10	C19orf55	protein_coding
ENST00000007510.4	0	3	11	0	0	1	14	15	chr19	36266417	36279724	85339	+	ENSG00000004777.14	ARHGAP33	protein_coding
ENST00000221891.4	0	3	2	0	1	0	5	5	chr19	36359347	36370690	85940	+	ENSG00000105290.7	APLP1	protein_coding
ENST00000588831.1	0	1	1	1	0	0	3	3	chr19	36426452	36436669	86442	+	ENSG00000126243.4	LRFN3	protein_coding
ENST00000378887.2	0	2	0	0	0	0	2	2	chr19	36486090	36487220	86483	+	ENSG00000205138.2	SDHAF1	protein_coding
ENST00000587391.1	0	3	0	3	0	2	6	8	chr19	36545865	36596008	87055	+	ENSG00000075702.12	WDR62	protein_coding
ENST00000262637.4	0	0	0	0	0	0	0	0	chr19	36602105	36604613	87221	+	ENSG00000105261.5	OVOL3	protein_coding
ENST00000221855.3	0	4	2	0	0	0	6	6	chr19	36605888	36616847	87334	+	ENSG00000105254.7	TBCB	protein_coding
ENST00000246533.3	0	3	1	0	0	0	4	4	chr19	36630477	36641254	87452	+	ENSG00000126247.6	CAPNS1	protein_coding
ENST00000456324.1	0	1	0	0	0	1	1	2	chr19	36705504	36729673	87859	+	ENSG00000167635.7	ZNF146	protein_coding
ENST00000585696.1	0	0	0	0	0	0	0	0	chr19	37202142	37212223	88605	+	ENSG00000189042.9	ZNF567	protein_coding
ENST00000590750.1	0	0	0	0	0	0	0	0	chr19	37264055	37267980	88683	+	ENSG00000267260.1	CTD-2162K18.4	protein_coding
ENST00000415168.1	0	1	0	0	0	0	1	1	chr19	37407245	37443645	89000	+	ENSG00000198453.8	ZNF568	protein_coding
ENST00000589413.1	0	2	0	0	0	0	2	2	chr19	37709182	37734823	89567	+	ENSG00000188283.7	ZNF383	protein_coding
ENST00000591471.1	0	0	0	0	1	0	0	0	chr19	37803739	37855347	89681	+	ENSG00000181666.13	HKR1	protein_coding
ENST00000356178.4	0	2	0	0	0	0	2	2	chr19	37862083	37883968	90056	+	ENSG00000189164.10	ZNF527	protein_coding
ENST00000330173.1	0	2	0	0	0	1	2	3	chr19	37959982	37976242	90232	+	ENSG00000171827.6	ZNF570	protein_coding
ENST00000445217.1	0	0	0	0	0	1	0	1	chr19	38014307	38034237	90441	+	ENSG00000188227.8	ZNF793	protein_coding
ENST00000592533.1	0	0	0	0	0	2	0	2	chr19	38042308	38104996	90535	+	ENSG00000171817.12	ZNF540	protein_coding
ENST00000301244.7	0	5	0	0	0	4	5	9	chr19	38755098	38783254	91766	+	ENSG00000167642.8	SPINT2	protein_coding
ENST00000591889.1	0	0	0	0	0	1	0	1	chr19	38779808	38795549	91944	+	ENSG00000267748.2	CTB-102L5.4	protein_coding
ENST00000588605.1	0	2	0	0	0	0	2	2	chr19	38794804	38795646	91976	+	ENSG00000167644.7	C19orf33	protein_coding
ENST00000263372.3	0	2	0	0	0	0	2	2	chr19	38810484	38819660	92225	+	ENSG00000099337.3	KCNK6	protein_coding
ENST00000471517.1	0	6	0	9	0	1	15	16	chr19	38826473	38861582	92430	+	ENSG00000099338.18	CATSPERG	protein_coding
ENST00000592035.1	0	4	0	0	0	0	4	4	chr19	38865649	38873393	92780	+	ENSG00000099341.7	PSMD8	protein_coding
ENST00000587013.1	0	5	2	0	0	0	7	7	chr19	38879061	38886881	92872	+	ENSG00000188766.8	SPRED3	protein_coding
ENST00000252530.5	0	1	1	0	0	0	2	2	chr19	38893775	38899724	92974	+	ENSG00000130244.8	FAM98C	protein_coding
ENST00000355481.4	0	1	33	0	0	12	34	46	chr19	38924339	39078204	93458	+	ENSG00000196218.7	RYR1	protein_coding
ENST00000252699.2	0	2	6	1	0	20	9	29	chr19	39138310	39222223	94913	+	ENSG00000130402.7	ACTN4	protein_coding
ENST00000314980.4	0	0	1	0	0	0	1	1	chr19	39279851	39282389	95295	+	ENSG00000178934.4	LGALS7B	protein_coding
ENST00000392079.3	0	1	3	1	0	0	5	5	chr19	39390615	39399531	96287	+	ENSG00000104825.12	NFKBIB	protein_coding
ENST00000407800.2	0	1	0	0	0	0	1	1	chr19	39421594	39423802	96722	+	ENSG00000128626.7	MRPS12	protein_coding
ENST00000331256.5	0	3	1	0	1	1	4	5	chr19	39574945	39602133	96939	+	ENSG00000183760.6	PAPL	protein_coding
ENST00000599386.1	0	4	43	2	0	17	49	66	chr19	39616474	39673456	97136	+	ENSG00000130669.13	PAK4	protein_coding
ENST00000331982.5	0	0	1	0	0	0	1	1	chr19	39759154	39760732	97310	+	ENSG00000183709.7	IFNL2	protein_coding
ENST00000333625.2	0	0	0	0	0	0	0	0	chr19	39786965	39789313	97328	+	ENSG00000182393.2	IFNL1	protein_coding
ENST00000315588.5	0	0	0	1	0	0	1	1	chr19	39881951	39891277	97841	+	ENSG00000063322.9	MED29	protein_coding
ENST00000425673.1	0	8	1	0	1	0	9	9	chr19	39903750	39919054	97991	+	ENSG00000090924.10	PLEKHG2	protein_coding
ENST00000599117.1	0	2	7	0	0	0	9	9	chr19	39932283	39967310	98390	+	ENSG00000196235.9	SUPT5H	protein_coding
ENST00000601252.1	0	0	0	0	0	0	0	0	chr19	39978754	39983362	99077	+	ENSG00000105197.6	TIMM50	protein_coding
ENST00000205143.4	0	3	3	0	0	0	6	6	chr19	39989608	39999121	99138	+	ENSG00000090932.6	DLL3	protein_coding
ENST00000335426.4	0	1	1	0	0	0	2	2	chr19	40005753	40011326	99160	+	ENSG00000186838.9	SELV	protein_coding
ENST00000221797.4	0	0	0	0	0	0	0	0	chr19	40093164	40098116	99257	+	ENSG00000105198.6	LGALS13	protein_coding
ENST00000594480.1	0	0	0	0	0	0	0	0	chr19	40146559	40151287	99316	+	ENSG00000249861.3	LGALS16	protein_coding
ENST00000392052.3	0	1	0	0	0	0	1	1	chr19	40194946	40200084	99375	+	ENSG00000006659.8	LGALS14	protein_coding
ENST00000396841.4	0	0	0	0	0	0	0	0	chr19	40267235	40276775	99427	+	ENSG00000213921.6	LEUTX	protein_coding
ENST00000157812.2	0	1	0	0	0	0	1	1	chr19	40476912	40487348	99865	+	ENSG00000013275.3	PSMC4	protein_coding
ENST00000347077.4	0	0	0	0	1	0	0	0	chr19	40502983	40523514	100028	+	ENSG00000187187.9	ZNF546	protein_coding
ENST00000253055.3	0	5	2	0	0	2	7	9	chr19	40697651	40721482	100349	+	ENSG00000130758.3	MAP3K10	protein_coding
ENST00000409587.1	0	5	2	0	0	0	7	7	chr19	40854592	40884390	101303	+	ENSG00000105223.14	PLD3	protein_coding
ENST00000352632.3	0	0	14	0	0	5	14	19	chr19	40972148	41082370	101783	+	ENSG00000160460.11	SPTBN4	protein_coding
ENST00000291842.5	0	5	9	0	0	0	14	14	chr19	41082757	41097303	102200	+	ENSG00000160410.10	SHKBP1	protein_coding
ENST00000308370.7	0	0	57	0	0	3	57	60	chr19	41103141	41135725	102814	+	ENSG00000090006.13	LTBP4	protein_coding
ENST00000263370.2	0	1	0	0	0	0	1	1	chr19	41223008	41246765	103712	+	ENSG00000086544.2	ITPKC	protein_coding
ENST00000243563.3	0	0	0	0	0	1	0	1	chr19	41256764	41271294	103943	+	ENSG00000077312.4	SNRPA	protein_coding
ENST00000600729.1	0	0	0	0	0	0	0	0	chr19	41277553	41292590	104039	+	ENSG00000268975.1	MIA-RAB4B	protein_coding
ENST00000263369.3	0	0	0	0	0	0	0	0	chr19	41281282	41283395	104102	+	ENSG00000261857.2	MIA	protein_coding
ENST00000594800.1	0	1	1	0	0	1	2	3	chr19	41284121	41298477	104139	+	ENSG00000167578.12	RAB4B	protein_coding
ENST00000594136.1	0	1	1	0	0	6	2	8	chr19	41284176	41314103	104259	+	ENSG00000171570.6	RAB4B-EGLN2	protein_coding
ENST00000593726.1	0	2	2	0	0	4	4	8	chr19	41305450	41314338	104344	+	ENSG00000269858.1	EGLN2	protein_coding
ENST00000601627.1	0	0	0	0	0	13	0	13	chr19	41307202	41404187	104456	+	ENSG00000268797.1	CTC-490E21.12	protein_coding
ENST00000324071.4	0	0	0	0	0	1	0	1	chr19	41497204	41524303	104679	+	ENSG00000197408.4	CYP2B6	protein_coding
ENST00000330436.3	0	0	0	0	0	0	0	0	chr19	41594377	41602100	104776	+	ENSG00000197838.4	CYP2A13	protein_coding
ENST00000331105.2	0	0	2	0	1	0	2	2	chr19	41620337	41634159	104813	+	ENSG00000197446.4	CYP2F1	protein_coding
ENST00000310054.4	0	2	2	0	1	3	4	7	chr19	41698954	41713444	104895	+	ENSG00000167600.9	CYP2S1	protein_coding
ENST00000301178.4	0	6	1	0	0	4	7	11	chr19	41725108	41767671	105001	+	ENSG00000167601.7	AXL	protein_coding
ENST00000269967.3	0	1	2	2	1	0	5	5	chr19	41816094	41830788	105609	+	ENSG00000142039.3	CCDC97	protein_coding
ENST00000539627.1	0	0	0	0	0	2	0	2	chr19	41856816	41889988	105668	+	ENSG00000142046.10	TMEM91	protein_coding
