chrPeak	startPeak	endPeak	idPeak	scorePeak	strandPeak	chrfeature	startfeature	endfeature	widthfeature	strandfeature	tx_name	feature_name
chr19	47910366	47911175	ZNF281_ChIPseq_peak_39231a	1	*	chr19	47910608	47910823	215	-	ENST00000331559.5	CDS
chr19	47910366	47911175	ZNF281_ChIPseq_peak_39231a	1	*	chr19	47910335	47910394	59	-	ENST00000331559.5	CDS
chr19	47910366	47911175	ZNF281_ChIPseq_peak_39231b	1	*	chr19	47910608	47910823	215	-	ENST00000331559.5	CDS
chr19	47910366	47911175	ZNF281_ChIPseq_peak_39231b	1	*	chr19	47910335	47910394	59	-	ENST00000331559.5	CDS
chr19	47917994	47918337	ZNF281_ChIPseq_peak_39232	1	*	chr19	47918307	47918358	51	-	ENST00000331559.5	CDS
chr19	47917994	47918337	ZNF281_ChIPseq_peak_39232	1	*	chr19	47917973	47918072	99	-	ENST00000331559.5	CDS
chr19	47919788	47920193	ZNF281_ChIPseq_peak_39233	1	*	chr19	47920060	47920220	160	-	ENST00000331559.5	CDS
chr19	47919788	47920193	ZNF281_ChIPseq_peak_39233	1	*	chr19	47919908	47919959	51	-	ENST00000331559.5	CDS
chr19	47920467	47920644	ZNF281_ChIPseq_peak_39234	1	*	chr19	47920434	47920607	173	-	ENST00000331559.5	CDS
chr19	47950886	47951453	ZNF281_ChIPseq_peak_39242a	1	*	chr19	47951065	47951488	423	-	ENST00000236877.6	CDS
chr19	47950886	47951453	ZNF281_ChIPseq_peak_39242b	1	*	chr19	47951065	47951488	423	-	ENST00000236877.6	CDS
chr19	47983241	47983666	ZNF281_ChIPseq_peak_39250	1	*	chr19	47983554	47983664	110	-	ENST00000338134.3	CDS
chr19	47993946	47994506	ZNF281_ChIPseq_peak_39253	1	*	chr19	47994044	47994113	69	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254a	1	*	chr19	47996672	47996750	78	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254a	1	*	chr19	47996375	47996431	56	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254a	1	*	chr19	47996217	47996302	85	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254b	1	*	chr19	47996672	47996750	78	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254b	1	*	chr19	47996375	47996431	56	-	ENST00000263354.3	CDS
chr19	47995484	47996797	ZNF281_ChIPseq_peak_39254b	1	*	chr19	47996217	47996302	85	-	ENST00000263354.3	CDS
chr19	48184064	48184587	ZNF281_ChIPseq_peak_39273	1	*	chr19	48182577	48184533	1956	+	ENST00000396720.3	CDS
chr19	48196803	48197827	ZNF281_ChIPseq_peak_39274a	1	*	chr19	48197371	48197983	612	+	ENST00000396720.3	CDS
chr19	48196803	48197827	ZNF281_ChIPseq_peak_39274b	1	*	chr19	48197371	48197983	612	+	ENST00000396720.3	CDS
chr19	48196803	48197827	ZNF281_ChIPseq_peak_39274c	1	*	chr19	48197371	48197983	612	+	ENST00000396720.3	CDS
chr19	48199305	48200121	ZNF281_ChIPseq_peak_39275a	1	*	chr19	48199707	48199769	62	+	ENST00000396720.3	CDS
chr19	48199305	48200121	ZNF281_ChIPseq_peak_39275b	1	*	chr19	48199707	48199769	62	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276a	1	*	chr19	48201890	48202039	149	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276a	1	*	chr19	48202221	48202316	95	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276a	1	*	chr19	48202559	48202662	103	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276b	1	*	chr19	48201890	48202039	149	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276b	1	*	chr19	48202221	48202316	95	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276b	1	*	chr19	48202559	48202662	103	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276c	1	*	chr19	48201890	48202039	149	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276c	1	*	chr19	48202221	48202316	95	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276c	1	*	chr19	48202559	48202662	103	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276d	1	*	chr19	48201890	48202039	149	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276d	1	*	chr19	48202221	48202316	95	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276d	1	*	chr19	48202559	48202662	103	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276e	1	*	chr19	48201890	48202039	149	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276e	1	*	chr19	48202221	48202316	95	+	ENST00000396720.3	CDS
chr19	48201153	48202919	ZNF281_ChIPseq_peak_39276e	1	*	chr19	48202559	48202662	103	+	ENST00000396720.3	CDS
chr19	48204827	48205148	ZNF281_ChIPseq_peak_39277	1	*	chr19	48204584	48205672	1088	+	ENST00000396720.3	CDS
chr19	48221763	48223223	ZNF281_ChIPseq_peak_39280a	1	*	chr19	48221765	48221863	98	+	ENST00000263277.3	CDS
chr19	48221763	48223223	ZNF281_ChIPseq_peak_39280b	1	*	chr19	48221765	48221863	98	+	ENST00000263277.3	CDS
chr19	48258059	48258821	ZNF281_ChIPseq_peak_39284a	1	*	chr19	48257965	48258148	183	+	ENST00000246802.5	CDS
chr19	48258059	48258821	ZNF281_ChIPseq_peak_39284a	1	*	chr19	48258604	48258780	176	+	ENST00000246802.5	CDS
chr19	48258059	48258821	ZNF281_ChIPseq_peak_39284b	1	*	chr19	48257965	48258148	183	+	ENST00000246802.5	CDS
chr19	48258059	48258821	ZNF281_ChIPseq_peak_39284b	1	*	chr19	48258604	48258780	176	+	ENST00000246802.5	CDS
chr19	48306154	48306736	ZNF281_ChIPseq_peak_39292	1	*	chr19	48305031	48306237	1206	-	ENST00000535759.1	CDS
chr19	48638741	48639317	ZNF281_ChIPseq_peak_39307a	1	*	chr19	48639290	48639382	92	-	ENST00000594759.1	CDS
chr19	48638741	48639317	ZNF281_ChIPseq_peak_39307a	1	*	chr19	48638936	48639036	100	-	ENST00000594759.1	CDS
chr19	48638741	48639317	ZNF281_ChIPseq_peak_39307b	1	*	chr19	48639290	48639382	92	-	ENST00000594759.1	CDS
chr19	48638741	48639317	ZNF281_ChIPseq_peak_39307b	1	*	chr19	48638936	48639036	100	-	ENST00000594759.1	CDS
chr19	48675243	48675388	ZNF281_ChIPseq_peak_39309	1	*	chr19	48675059	48675334	275	+	ENST00000328759.7	CDS
chr19	48685879	48686207	ZNF281_ChIPseq_peak_39310	1	*	chr19	48685711	48686024	313	+	ENST00000328759.7	CDS
chr19	48697824	48698125	ZNF281_ChIPseq_peak_39312	1	*	chr19	48697909	48699175	1266	+	ENST00000328759.7	CDS
chr19	48698470	48698667	ZNF281_ChIPseq_peak_39313	1	*	chr19	48697909	48699175	1266	+	ENST00000328759.7	CDS
chr19	48699980	48700851	ZNF281_ChIPseq_peak_39314a	1	*	chr19	48700486	48700516	30	+	ENST00000328759.7	CDS
chr19	48699980	48700851	ZNF281_ChIPseq_peak_39314b	1	*	chr19	48700486	48700516	30	+	ENST00000328759.7	CDS
chr19	48699980	48700851	ZNF281_ChIPseq_peak_39314c	1	*	chr19	48700486	48700516	30	+	ENST00000328759.7	CDS
chr19	48800430	48801045	ZNF281_ChIPseq_peak_39320	1	*	chr19	48800846	48800925	79	-	ENST00000315396.7	CDS
chr19	48800430	48801045	ZNF281_ChIPseq_peak_39320	1	*	chr19	48800232	48800775	543	-	ENST00000315396.7	CDS
chr19	48806119	48806278	ZNF281_ChIPseq_peak_39321	1	*	chr19	48806269	48806352	83	-	ENST00000315396.7	CDS
chr19	48833386	48834063	ZNF281_ChIPseq_peak_39327a	1	*	chr19	48833557	48833727	170	+	ENST00000270221.6	CDS
chr19	48833386	48834063	ZNF281_ChIPseq_peak_39327b	1	*	chr19	48833557	48833727	170	+	ENST00000270221.6	CDS
chr19	48836943	48837576	ZNF281_ChIPseq_peak_39329a	1	*	chr19	48837264	48837454	190	-	ENST00000293261.3	CDS
chr19	48836943	48837576	ZNF281_ChIPseq_peak_39329b	1	*	chr19	48837264	48837454	190	-	ENST00000293261.3	CDS
chr19	48866576	48866753	ZNF281_ChIPseq_peak_39331	1	*	chr19	48866547	48866788	241	-	ENST00000293261.3	CDS
chr19	48869130	48869286	ZNF281_ChIPseq_peak_39333	1	*	chr19	48869099	48869192	93	+	ENST00000344846.2	CDS
chr19	48901969	48902354	ZNF281_ChIPseq_peak_39340	1	*	chr19	48901649	48902114	465	+	ENST00000263269.3	CDS
chr19	48922418	48922960	ZNF281_ChIPseq_peak_39344	1	*	chr19	48922490	48922616	126	+	ENST00000263269.3	CDS
chr19	48922418	48922960	ZNF281_ChIPseq_peak_39344	1	*	chr19	48922841	48923071	230	+	ENST00000263269.3	CDS
chr19	48925079	48925347	ZNF281_ChIPseq_peak_39345	1	*	chr19	48925041	48925202	161	+	ENST00000263269.3	CDS
chr19	48944866	48945348	ZNF281_ChIPseq_peak_39347	1	*	chr19	48945025	48945213	188	+	ENST00000263269.3	CDS
chr19	48947068	48947390	ZNF281_ChIPseq_peak_39348	1	*	chr19	48945856	48947194	1338	+	ENST00000263269.3	CDS
chr19	48953380	48953702	ZNF281_ChIPseq_peak_39349	1	*	chr19	48953569	48953783	214	+	ENST00000253237.5	CDS
chr19	48976490	48976764	ZNF281_ChIPseq_peak_39353	1	*	chr19	48976554	48976635	81	+	ENST00000427476.1	CDS
chr19	48981509	48982530	ZNF281_ChIPseq_peak_39354	1	*	chr19	48981531	48981603	72	+	ENST00000427476.1	CDS
chr19	48981509	48982530	ZNF281_ChIPseq_peak_39354	1	*	chr19	48981694	48981849	155	+	ENST00000427476.1	CDS
chr19	48981509	48982530	ZNF281_ChIPseq_peak_39354	1	*	chr19	48982379	48982467	88	+	ENST00000427476.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359a	1	*	chr19	48994660	48994796	136	-	ENST00000600059.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359a	1	*	chr19	48994364	48994502	138	-	ENST00000600059.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359b	1	*	chr19	48994660	48994796	136	-	ENST00000600059.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359b	1	*	chr19	48994364	48994502	138	-	ENST00000600059.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359c	1	*	chr19	48994660	48994796	136	-	ENST00000600059.1	CDS
chr19	48993853	48995060	ZNF281_ChIPseq_peak_39359c	1	*	chr19	48994364	48994502	138	-	ENST00000600059.1	CDS
chr19	48996211	48997129	ZNF281_ChIPseq_peak_39360a	1	*	chr19	48996950	48997366	416	-	ENST00000600059.1	CDS
chr19	48996211	48997129	ZNF281_ChIPseq_peak_39360b	1	*	chr19	48996950	48997366	416	-	ENST00000600059.1	CDS
chr19	48996211	48997129	ZNF281_ChIPseq_peak_39360c	1	*	chr19	48996950	48997366	416	-	ENST00000600059.1	CDS
chr19	49004766	49005925	ZNF281_ChIPseq_peak_39361a	1	*	chr19	49005689	49005838	149	-	ENST00000600059.1	CDS
chr19	49004766	49005925	ZNF281_ChIPseq_peak_39361a	1	*	chr19	49004734	49004819	85	-	ENST00000600059.1	CDS
chr19	49004766	49005925	ZNF281_ChIPseq_peak_39361b	1	*	chr19	49005689	49005838	149	-	ENST00000600059.1	CDS
chr19	49004766	49005925	ZNF281_ChIPseq_peak_39361b	1	*	chr19	49004734	49004819	85	-	ENST00000600059.1	CDS
chr19	49006125	49006324	ZNF281_ChIPseq_peak_39362	1	*	chr19	49006165	49006253	88	-	ENST00000600059.1	CDS
chr19	49012182	49012793	ZNF281_ChIPseq_peak_39363	1	*	chr19	49012693	49012770	77	-	ENST00000600059.1	CDS
chr19	49012182	49012793	ZNF281_ChIPseq_peak_39363	1	*	chr19	49012107	49012226	119	-	ENST00000600059.1	CDS
chr19	49079281	49079491	ZNF281_ChIPseq_peak_39374	1	*	chr19	49079171	49079340	169	+	ENST00000323090.4	CDS
chr19	49104344	49104622	ZNF281_ChIPseq_peak_39379	1	*	chr19	49104365	49104626	261	-	ENST00000263266.3	CDS
chr19	49106947	49107093	ZNF281_ChIPseq_peak_39381	1	*	chr19	49106750	49107168	418	-	ENST00000263266.3	CDS
chr19	49112980	49113365	ZNF281_ChIPseq_peak_39382	1	*	chr19	49113132	49113257	125	-	ENST00000263266.3	CDS
chr19	49113773	49113982	ZNF281_ChIPseq_peak_39383	1	*	chr19	49113936	49114104	168	-	ENST00000263266.3	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384a	1	*	chr19	49119133	49119203	70	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384a	1	*	chr19	49118649	49118704	55	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384b	1	*	chr19	49119133	49119203	70	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384b	1	*	chr19	49118649	49118704	55	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384c	1	*	chr19	49119133	49119203	70	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384c	1	*	chr19	49118649	49118704	55	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384d	1	*	chr19	49119133	49119203	70	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384d	1	*	chr19	49118649	49118704	55	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384e	1	*	chr19	49119133	49119203	70	-	ENST00000550973.1	CDS
chr19	49117547	49119209	ZNF281_ChIPseq_peak_39384e	1	*	chr19	49118649	49118704	55	-	ENST00000550973.1	CDS
chr19	49119819	49120152	ZNF281_ChIPseq_peak_39385	1	*	chr19	49119982	49120081	99	-	ENST00000550973.1	CDS
chr19	49129051	49129363	ZNF281_ChIPseq_peak_39388	1	*	chr19	49128922	49129619	697	+	ENST00000443164.1	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389a	1	*	chr19	49133690	49133872	182	+	ENST00000443164.1	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389a	1	*	chr19	49134093	49134309	216	-	ENST00000222122.5	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389b	1	*	chr19	49133690	49133872	182	+	ENST00000443164.1	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389b	1	*	chr19	49134093	49134309	216	-	ENST00000222122.5	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389c	1	*	chr19	49133690	49133872	182	+	ENST00000443164.1	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389c	1	*	chr19	49134093	49134309	216	-	ENST00000222122.5	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389d	1	*	chr19	49133690	49133872	182	+	ENST00000443164.1	CDS
chr19	49133143	49134180	ZNF281_ChIPseq_peak_39389d	1	*	chr19	49134093	49134309	216	-	ENST00000222122.5	CDS
chr19	49147603	49147978	ZNF281_ChIPseq_peak_39391	1	*	chr19	49147683	49147826	143	-	ENST00000084798.4	CDS
chr19	49167541	49167900	ZNF281_ChIPseq_peak_39394	1	*	chr19	49167835	49168024	189	-	ENST00000270235.4	CDS
chr19	49167541	49167900	ZNF281_ChIPseq_peak_39394	1	*	chr19	49167399	49167549	150	-	ENST00000270235.4	CDS
chr19	49216375	49216709	ZNF281_ChIPseq_peak_39395	1	*	chr19	49216523	49216807	284	-	ENST00000318083.6	CDS
chr19	49216923	49217463	ZNF281_ChIPseq_peak_39396a	1	*	chr19	49217116	49217302	186	-	ENST00000318083.6	CDS
chr19	49216923	49217463	ZNF281_ChIPseq_peak_39396a	1	*	chr19	49216972	49217027	55	-	ENST00000318083.6	CDS
chr19	49216923	49217463	ZNF281_ChIPseq_peak_39396b	1	*	chr19	49217116	49217302	186	-	ENST00000318083.6	CDS
chr19	49216923	49217463	ZNF281_ChIPseq_peak_39396b	1	*	chr19	49216972	49217027	55	-	ENST00000318083.6	CDS
chr19	49217726	49217895	ZNF281_ChIPseq_peak_39397	1	*	chr19	49217622	49217817	195	-	ENST00000318083.6	CDS
chr19	49219789	49220466	ZNF281_ChIPseq_peak_39398	1	*	chr19	49219961	49220000	39	-	ENST00000318083.6	CDS
chr19	49225081	49225274	ZNF281_ChIPseq_peak_39403	1	*	chr19	49225110	49225258	148	-	ENST00000222145.4	CDS
chr19	49241983	49242485	ZNF281_ChIPseq_peak_39404	1	*	chr19	49242216	49242902	686	-	ENST00000222145.4	CDS
chr19	49242708	49243037	ZNF281_ChIPseq_peak_39405	1	*	chr19	49242216	49242902	686	-	ENST00000222145.4	CDS
chr19	49298476	49298756	ZNF281_ChIPseq_peak_39413	1	*	chr19	49298682	49298721	39	-	ENST00000402551.1	CDS
chr19	49300224	49300567	ZNF281_ChIPseq_peak_39414	1	*	chr19	49300447	49300590	143	-	ENST00000402551.1	CDS
chr19	49300224	49300567	ZNF281_ChIPseq_peak_39414	1	*	chr19	49300193	49300279	86	-	ENST00000402551.1	CDS
chr19	49315422	49316625	ZNF281_ChIPseq_peak_39418a	1	*	chr19	49316431	49316605	174	-	ENST00000263278.4	CDS
chr19	49315422	49316625	ZNF281_ChIPseq_peak_39418b	1	*	chr19	49316431	49316605	174	-	ENST00000263278.4	CDS
chr19	49315422	49316625	ZNF281_ChIPseq_peak_39418c	1	*	chr19	49316431	49316605	174	-	ENST00000263278.4	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422a	1	*	chr19	49341273	49341386	113	-	ENST00000263265.6	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422a	1	*	chr19	49340545	49340808	263	-	ENST00000263265.6	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422b	1	*	chr19	49341273	49341386	113	-	ENST00000263265.6	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422b	1	*	chr19	49340545	49340808	263	-	ENST00000263265.6	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422c	1	*	chr19	49341273	49341386	113	-	ENST00000263265.6	CDS
chr19	49340520	49341465	ZNF281_ChIPseq_peak_39422c	1	*	chr19	49340545	49340808	263	-	ENST00000263265.6	CDS
chr19	49377332	49377591	ZNF281_ChIPseq_peak_39427	1	*	chr19	49376490	49378155	1665	+	ENST00000200453.5	CDS
chr19	49377784	49378021	ZNF281_ChIPseq_peak_39428	1	*	chr19	49376490	49378155	1665	+	ENST00000200453.5	CDS
chr19	49378375	49378977	ZNF281_ChIPseq_peak_39429a	1	*	chr19	49378870	49379230	360	+	ENST00000200453.5	CDS
chr19	49378375	49378977	ZNF281_ChIPseq_peak_39429b	1	*	chr19	49378870	49379230	360	+	ENST00000200453.5	CDS
chr19	49407602	49407747	ZNF281_ChIPseq_peak_39431	1	*	chr19	49407603	49407711	108	+	ENST00000405315.4	CDS
chr19	49424185	49424624	ZNF281_ChIPseq_peak_39432	1	*	chr19	49424410	49424581	171	+	ENST00000405315.4	CDS
chr19	49425079	49425590	ZNF281_ChIPseq_peak_39433a	1	*	chr19	49425083	49425189	106	+	ENST00000405315.4	CDS
chr19	49425079	49425590	ZNF281_ChIPseq_peak_39433a	1	*	chr19	49425574	49425681	107	+	ENST00000405315.4	CDS
chr19	49425079	49425590	ZNF281_ChIPseq_peak_39433b	1	*	chr19	49425083	49425189	106	+	ENST00000405315.4	CDS
chr19	49425079	49425590	ZNF281_ChIPseq_peak_39433b	1	*	chr19	49425574	49425681	107	+	ENST00000405315.4	CDS
chr19	49457972	49458508	ZNF281_ChIPseq_peak_39436a	1	*	chr19	49458185	49458219	34	+	ENST00000293288.8	CDS
chr19	49457972	49458508	ZNF281_ChIPseq_peak_39436b	1	*	chr19	49458185	49458219	34	+	ENST00000293288.8	CDS
chr19	49464103	49464347	ZNF281_ChIPseq_peak_39437	1	*	chr19	49464066	49464354	288	+	ENST00000293288.8	CDS
chr19	49472277	49473227	ZNF281_ChIPseq_peak_39441a	1	*	chr19	49473031	49473112	81	-	ENST00000323798.3	CDS
chr19	49472277	49473227	ZNF281_ChIPseq_peak_39441a	1	*	chr19	49472544	49472868	324	-	ENST00000323798.3	CDS
chr19	49472277	49473227	ZNF281_ChIPseq_peak_39441b	1	*	chr19	49473031	49473112	81	-	ENST00000323798.3	CDS
chr19	49472277	49473227	ZNF281_ChIPseq_peak_39441b	1	*	chr19	49472544	49472868	324	-	ENST00000323798.3	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445a	1	*	chr19	49513032	49513139	107	+	ENST00000413176.2	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445a	1	*	chr19	49513229	49513323	94	+	ENST00000413176.2	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445a	1	*	chr19	49513744	49513868	124	+	ENST00000413176.2	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445b	1	*	chr19	49513032	49513139	107	+	ENST00000413176.2	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445b	1	*	chr19	49513229	49513323	94	+	ENST00000413176.2	CDS
chr19	49512985	49514019	ZNF281_ChIPseq_peak_39445b	1	*	chr19	49513744	49513868	124	+	ENST00000413176.2	CDS
chr19	49517741	49517887	ZNF281_ChIPseq_peak_39446	1	*	chr19	49517740	49517860	120	+	ENST00000413176.2	CDS
chr19	49518723	49519009	ZNF281_ChIPseq_peak_39447	1	*	chr19	49518828	49518943	115	+	ENST00000413176.2	CDS
chr19	49519514	49519975	ZNF281_ChIPseq_peak_39448a	1	*	chr19	49519803	49519971	168	-	ENST00000221421.2	CDS
chr19	49519514	49519975	ZNF281_ChIPseq_peak_39448a	1	*	chr19	49519324	49519567	243	-	ENST00000221421.2	CDS
chr19	49519514	49519975	ZNF281_ChIPseq_peak_39448b	1	*	chr19	49519803	49519971	168	-	ENST00000221421.2	CDS
chr19	49519514	49519975	ZNF281_ChIPseq_peak_39448b	1	*	chr19	49519324	49519567	243	-	ENST00000221421.2	CDS
chr19	49525990	49526321	ZNF281_ChIPseq_peak_39453a	1	*	chr19	49526142	49526457	315	-	ENST00000357383.4	CDS
chr19	49525990	49526321	ZNF281_ChIPseq_peak_39453a	1	*	chr19	49526209	49526457	248	-	ENST00000591656.1	CDS
chr19	49525990	49526321	ZNF281_ChIPseq_peak_39453b	1	*	chr19	49526142	49526457	315	-	ENST00000357383.4	CDS
chr19	49525990	49526321	ZNF281_ChIPseq_peak_39453b	1	*	chr19	49526209	49526457	248	-	ENST00000591656.1	CDS
chr19	49538789	49539011	ZNF281_ChIPseq_peak_39458	1	*	chr19	49538909	49539157	248	-	ENST00000601167.1	CDS
chr19	49539260	49539465	ZNF281_ChIPseq_peak_39459	1	*	chr19	49539392	49539533	141	-	ENST00000601167.1	CDS
chr19	49548043	49548280	ZNF281_ChIPseq_peak_39462	1	*	chr19	49548236	49548551	315	+	ENST00000301408.6	CDS
chr19	49550819	49551001	ZNF281_ChIPseq_peak_39464	1	*	chr19	49550911	49551226	315	-	ENST00000355414.2	CDS
chr19	49573137	49573434	ZNF281_ChIPseq_peak_39473	1	*	chr19	49573319	49574135	816	-	ENST00000221444.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476a	1	*	chr19	49604646	49604728	82	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476a	1	*	chr19	49605370	49605396	26	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476b	1	*	chr19	49604646	49604728	82	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476b	1	*	chr19	49605370	49605396	26	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476c	1	*	chr19	49604646	49604728	82	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476c	1	*	chr19	49605370	49605396	26	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476d	1	*	chr19	49604646	49604728	82	+	ENST00000401730.1	CDS
chr19	49604549	49605905	ZNF281_ChIPseq_peak_39476d	1	*	chr19	49605370	49605396	26	+	ENST00000401730.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479a	1	*	chr19	49617665	49617698	33	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479a	1	*	chr19	49618105	49618224	119	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479a	1	*	chr19	49618516	49618588	72	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479b	1	*	chr19	49617665	49617698	33	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479b	1	*	chr19	49618105	49618224	119	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479b	1	*	chr19	49618516	49618588	72	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479c	1	*	chr19	49617665	49617698	33	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479c	1	*	chr19	49618105	49618224	119	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479c	1	*	chr19	49618516	49618588	72	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479d	1	*	chr19	49617665	49617698	33	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479d	1	*	chr19	49618105	49618224	119	+	ENST00000595200.1	CDS
chr19	49617472	49618597	ZNF281_ChIPseq_peak_39479d	1	*	chr19	49618516	49618588	72	+	ENST00000595200.1	CDS
chr19	49631424	49631950	ZNF281_ChIPseq_peak_39481	1	*	chr19	49631623	49631725	102	+	ENST00000334186.4	CDS
chr19	49636307	49636623	ZNF281_ChIPseq_peak_39482	1	*	chr19	49636257	49636404	147	+	ENST00000334186.4	CDS
chr19	49636307	49636623	ZNF281_ChIPseq_peak_39482	1	*	chr19	49636493	49636628	135	+	ENST00000334186.4	CDS
chr19	49636946	49637319	ZNF281_ChIPseq_peak_39483	1	*	chr19	49637052	49637136	84	+	ENST00000334186.4	CDS
chr19	49636946	49637319	ZNF281_ChIPseq_peak_39483	1	*	chr19	49637290	49637422	132	+	ENST00000334186.4	CDS
chr19	49637845	49638340	ZNF281_ChIPseq_peak_39484	1	*	chr19	49637895	49637958	63	+	ENST00000334186.4	CDS
chr19	49637845	49638340	ZNF281_ChIPseq_peak_39484	1	*	chr19	49638092	49638172	80	+	ENST00000334186.4	CDS
chr19	49641546	49641751	ZNF281_ChIPseq_peak_39486	1	*	chr19	49641461	49641684	223	+	ENST00000334186.4	CDS
chr19	49649134	49649876	ZNF281_ChIPseq_peak_39487a	1	*	chr19	49649199	49649262	63	+	ENST00000334186.4	CDS
